filename,route,minx,miny,maxx,maxy
O2021_82_20_1_0024_00005078_8000_1000.tif,82-20,497458.00,6220667.00,497558.00,6220767.00
O2023_85_45_1_0028_00002924_2000_3000.tif,85-45,656183.00,6178929.00,656283.00,6179029.00
O2023_85_48_1_0053_00000199_8000_0.tif,85-48,655224.00,6145357.00,655324.00,6145457.00
O2021_82_21_1_0004_00002039_14000_2000.tif,82-21,497083.00,6220084.00,497183.00,6220184.00
O2021_82_20_1_0023_00004976_13000_0.tif,82-20,496636.00,6220212.00,496736.00,6220312.00
O2021_82_20_1_0023_00004975_10000_0.tif,82-20,496337.00,6220745.00,496437.00,6220845.00
O2023_85_45_1_0025_00001590_1000_6000.tif,85-45,654225.00,6145008.00,654325.00,6145108.00
O2023_85_48_1_0053_00000199_7000_0.tif,85-48,655124.00,6145357.00,655224.00,6145457.00
O2021_82_20_1_0024_00005078_7000_1000.tif,82-20,497358.00,6220667.00,497458.00,6220767.00
O2021_82_21_1_0005_00001868_4000_1000.tif,82-21,497220.00,6220655.00,497320.00,6220755.00
O2021_82_20_1_0023_00004973_11000_10000.tif,82-20,496439.00,6220808.00,496539.00,6220908.00
O2021_82_20_1_0023_00004974_13000_11000.tif,82-20,496640.00,6220177.00,496740.00,6220277.00
O2023_85_45_1_0025_00001588_2000_2000.tif,85-45,654294.00,6145093.00,654394.00,6145193.00
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,655194.00,6145446.00,655294.00,6145546.00
O2021_82_20_1_0024_00005079_1000_4000.tif,82-20,496759.00,6220899.00,496859.00,6220999.00
O2021_82_20_1_0023_00004974_14000_8000.tif,82-20,496740.00,6220477.00,496840.00,6220577.00
O2021_82_20_1_0024_00005079_12000_3000.tif,82-20,497859.00,6220999.00,497959.00,6221099.00
O2023_85_48_1_0053_00000201_3000_1000.tif,85-48,654723.00,6144940.00,654823.00,6145040.00
O2023_85_45_1_0026_00002144_8000_7000.tif,85-45,655588.00,6178432.00,655688.00,6178532.00
O2023_85_45_1_0025_00001586_5000_0.tif,85-45,654629.00,6144955.00,654729.00,6145055.00
O2023_85_45_1_0027_00002588_7000_3000.tif,85-45,656138.00,6178644.00,656238.00,6178744.00
O2021_82_21_1_0004_00002040_11000_4000.tif,82-21,496792.00,6220366.00,496892.00,6220466.00
O2021_82_21_1_0004_00002039_5000_0.tif,82-21,496183.00,6220284.00,496283.00,6220384.00
O2023_85_48_1_0052_00000184_4000_3000.tif,85-48,654216.00,6145090.00,654316.00,6145190.00
O2021_82_21_1_0005_00001868_0_1000.tif,82-21,496820.00,6220655.00,496920.00,6220755.00
O2021_82_20_1_0024_00005078_3000_5000.tif,82-20,496958.00,6220267.00,497058.00,6220367.00
O2021_82_20_1_0024_00005078_0_8000.tif,82-20,496658.00,6219967.00,496758.00,6220067.00
O2023_85_45_1_0025_00001587_3000_1000.tif,85-45,654379.00,6145040.00,654479.00,6145140.00
O2023_85_45_1_0027_00002588_8000_3000.tif,85-45,656238.00,6178644.00,656338.00,6178744.00
O2021_82_20_1_0023_00004975_13000_1000.tif,82-20,496637.00,6220645.00,496737.00,6220745.00
O2021_82_20_1_0024_00005078_2000_4000.tif,82-20,496858.00,6220367.00,496958.00,6220467.00
O2021_82_21_1_0004_00002040_6000_0.tif,82-21,496292.00,6220766.00,496392.00,6220866.00
O2021_82_21_1_0005_00001868_1000_4000.tif,82-21,496920.00,6220355.00,497020.00,6220455.00
O2023_85_45_1_0026_00002352_5000_7000.tif,85-45,655293.00,6145437.00,655393.00,6145537.00
O2021_82_20_1_0023_00004974_11000_11000.tif,82-20,496440.00,6220177.00,496540.00,6220277.00
O2021_82_20_1_0024_00005077_7000_3000.tif,82-20,497360.00,6219938.00,497460.00,6220038.00
O2021_82_20_1_0023_00004973_13000_10000.tif,82-20,496639.00,6220808.00,496739.00,6220908.00
O2021_82_21_1_0004_00002040_9000_0.tif,82-21,496592.00,6220766.00,496692.00,6220866.00
O2021_82_20_1_0024_00005077_10000_3000.tif,82-20,497660.00,6219938.00,497760.00,6220038.00
O2023_85_45_1_0024_00001566_8000_6000.tif,85-45,654408.00,6145162.00,654508.00,6145262.00
O2021_82_21_1_0005_00001869_1000_0.tif,82-21,496919.00,6220181.00,497019.00,6220281.00
O2021_82_20_1_0023_00004974_16000_7000.tif,82-20,496940.00,6220577.00,497040.00,6220677.00
O2023_85_45_1_0027_00002588_6000_2000.tif,85-45,656038.00,6178744.00,656138.00,6178844.00
O2023_85_45_1_0027_00002589_8840_5000.tif,85-45,656317.00,6178602.00,656417.00,6178702.00
O2021_82_20_1_0024_00005077_8000_3000.tif,82-20,497460.00,6219938.00,497560.00,6220038.00
O2021_82_21_1_0004_00002040_10000_5000.tif,82-21,496692.00,6220266.00,496792.00,6220366.00
O2021_82_21_1_0004_00002040_3000_5000.tif,82-21,495992.00,6220266.00,496092.00,6220366.00
O2021_82_21_1_0005_00001869_10000_2000.tif,82-21,497819.00,6219981.00,497919.00,6220081.00
O2023_85_45_1_0028_00002928_3000_0.tif,85-45,656288.00,6178596.00,656388.00,6178696.00
O2021_82_20_1_0023_00004974_15000_9000.tif,82-20,496840.00,6220377.00,496940.00,6220477.00
O2021_82_20_1_0024_00005078_0_5000.tif,82-20,496658.00,6220267.00,496758.00,6220367.00
O2023_85_45_1_0024_00001567_8000_5000.tif,85-45,654395.00,6145097.00,654495.00,6145197.00
O2021_82_20_1_0024_00005078_3000_8000.tif,82-20,496958.00,6219967.00,497058.00,6220067.00
O2021_82_21_1_0004_00002039_3000_2000.tif,82-21,495983.00,6220084.00,496083.00,6220184.00
O2021_82_20_1_0023_00004973_12000_10000.tif,82-20,496539.00,6220808.00,496639.00,6220908.00
O2021_82_20_1_0023_00004974_10000_11000.tif,82-20,496340.00,6220177.00,496440.00,6220277.00
O2023_85_45_1_0024_00001567_7000_5000.tif,85-45,654295.00,6145097.00,654395.00,6145197.00
O2021_82_20_1_0024_00005079_2000_7000.tif,82-20,496859.00,6220599.00,496959.00,6220699.00
O2021_82_21_1_0005_00001868_3000_6000.tif,82-21,497120.00,6220155.00,497220.00,6220255.00
O2023_85_45_1_0028_00002926_0_3000.tif,85-45,655985.00,6178613.00,656085.00,6178713.00
O2021_82_20_1_0023_00004975_10000_2000.tif,82-20,496337.00,6220545.00,496437.00,6220645.00
O2021_82_20_1_0024_00005077_5000_1000.tif,82-20,497160.00,6220138.00,497260.00,6220238.00
O2021_82_20_1_0024_00005077_12000_1000.tif,82-20,497860.00,6220138.00,497960.00,6220238.00
O2023_85_45_1_0028_00002924_5000_4000.tif,85-45,656483.00,6178829.00,656583.00,6178929.00
O2021_82_20_1_0024_00005079_1000_9000.tif,82-20,496759.00,6220399.00,496859.00,6220499.00
O2023_85_45_1_0027_00002590_8000_4000.tif,85-45,656230.00,6178860.00,656330.00,6178960.00
O2021_82_20_1_0023_00004974_14000_5000.tif,82-20,496740.00,6220777.00,496840.00,6220877.00
O2021_82_21_1_0004_00002040_12000_7000.tif,82-21,496892.00,6220066.00,496992.00,6220166.00
O2021_82_20_1_0023_00004974_15000_4000.tif,82-20,496840.00,6220877.00,496940.00,6220977.00
O2023_85_45_1_0026_00002357_1000_3000.tif,85-45,654891.00,6144969.00,654991.00,6145069.00
O2023_85_45_1_0026_00002145_8000_4000.tif,85-45,655587.00,6178509.00,655687.00,6178609.00
O2021_82_21_1_0004_00002040_13000_6000.tif,82-21,496992.00,6220166.00,497092.00,6220266.00
O2021_82_21_1_0005_00001868_2000_7000.tif,82-21,497020.00,6220055.00,497120.00,6220155.00
O2021_82_20_1_0024_00005078_1000_7000.tif,82-20,496758.00,6220067.00,496858.00,6220167.00
O2023_85_48_1_0054_00000560_1000_0.tif,85-48,655128.00,6145402.00,655228.00,6145502.00
O2021_82_21_1_0004_00002040_3000_8000.tif,82-21,495992.00,6219966.00,496092.00,6220066.00
O2023_85_45_1_0027_00002590_6000_5000.tif,85-45,656030.00,6178760.00,656130.00,6178860.00
O2021_82_20_1_0023_00004975_11000_3000.tif,82-20,496437.00,6220445.00,496537.00,6220545.00
O2023_85_45_1_0026_00002144_8770_7000.tif,85-45,655665.00,6178432.00,655765.00,6178532.00
O2021_82_20_1_0024_00005079_3000_6000.tif,82-20,496959.00,6220699.00,497059.00,6220799.00
O2021_82_20_1_0024_00005077_9000_0.tif,82-20,497560.00,6220238.00,497660.00,6220338.00
O2021_82_21_1_0004_00002040_10000_8000.tif,82-21,496692.00,6219966.00,496792.00,6220066.00
O2021_82_20_1_0024_00005077_10000_0.tif,82-20,497660.00,6220238.00,497760.00,6220338.00
O2023_85_45_1_0025_00001589_6000_5000.tif,85-45,654709.00,6144950.00,654809.00,6145050.00
O2023_85_45_1_0026_00002353_4000_5000.tif,85-45,655193.00,6145408.00,655293.00,6145508.00
O2023_85_45_1_0024_00001567_8720_7000.tif,85-45,654467.00,6144967.00,654567.00,6145067.00
O2023_85_45_1_0028_00002924_0_7000.tif,85-45,655983.00,6178583.00,656083.00,6178683.00
O2023_85_45_1_0026_00002356_3000_2000.tif,85-45,655087.00,6145225.00,655187.00,6145325.00
O2021_82_20_1_0024_00005077_6000_0.tif,82-20,497260.00,6220238.00,497360.00,6220338.00
O2023_85_45_1_0024_00001569_8760_2000.tif,85-45,654453.00,6145080.00,654553.00,6145180.00
O2023_85_45_1_0024_00001569_6000_3000.tif,85-45,654177.00,6144980.00,654277.00,6145080.00
O2021_82_20_1_0023_00004975_16000_2000.tif,82-20,496937.00,6220545.00,497037.00,6220645.00
O2021_82_20_1_0024_00005077_3000_1000.tif,82-20,496960.00,6220138.00,497060.00,6220238.00
O2023_85_45_1_0026_00002358_0_2000.tif,85-45,654789.00,6144910.00,654889.00,6145010.00
O2021_82_21_1_0005_00001868_5000_6000.tif,82-21,497320.00,6220155.00,497420.00,6220255.00
O2021_82_20_1_0024_00005078_6000_6000.tif,82-20,497258.00,6220167.00,497358.00,6220267.00
O2021_82_20_1_0024_00005079_8000_9000.tif,82-20,497459.00,6220399.00,497559.00,6220499.00
O2023_85_45_1_0025_00001587_6000_2000.tif,85-45,654679.00,6144940.00,654779.00,6145040.00
O2021_82_20_1_0023_00004974_7000_10000.tif,82-20,496040.00,6220277.00,496140.00,6220377.00
O2021_82_20_1_0023_00004974_12000_5000.tif,82-20,496540.00,6220777.00,496640.00,6220877.00
O2021_82_21_1_0004_00002040_14000_7000.tif,82-21,497092.00,6220066.00,497192.00,6220166.00
O2023_85_45_1_0028_00002924_3000_4000.tif,85-45,656283.00,6178829.00,656383.00,6178929.00
O2021_82_20_1_0024_00005078_9000_6000.tif,82-20,497558.00,6220167.00,497658.00,6220267.00
O2021_82_20_1_0024_00005079_7000_9000.tif,82-20,497359.00,6220399.00,497459.00,6220499.00
O2023_85_48_1_0053_00000200_4000_3000.tif,85-48,654823.00,6144897.00,654923.00,6144997.00
O2023_85_48_1_0054_00000562_1000_5000.tif,85-48,655133.00,6145220.00,655233.00,6145320.00
O2023_85_45_1_0027_00002591_8790_7000.tif,85-45,656306.00,6178781.00,656406.00,6178881.00
O2021_82_20_1_0024_00005079_5000_10000.tif,82-20,497159.00,6220299.00,497259.00,6220399.00
O2021_82_21_1_0004_00002039_5000_2000.tif,82-21,496183.00,6220084.00,496283.00,6220184.00
O2023_85_45_1_0026_00002145_8780_4000.tif,85-45,655665.00,6178509.00,655765.00,6178609.00
O2023_85_48_1_0053_00000199_0_2000.tif,85-48,654424.00,6145157.00,654524.00,6145257.00
O2021_82_20_1_0023_00004974_9000_7000.tif,82-20,496240.00,6220577.00,496340.00,6220677.00
O2021_82_20_1_0023_00004975_7000_8000.tif,82-20,496037.00,6219945.00,496137.00,6220045.00
O2021_82_21_1_0004_00002040_7000_7000.tif,82-21,496392.00,6220066.00,496492.00,6220166.00
O2023_85_45_1_0028_00002925_1000_5000.tif,85-45,656082.00,6178569.00,656182.00,6178669.00
O2021_82_21_1_0005_00001868_6000_8000.tif,82-21,497420.00,6219955.00,497520.00,6220055.00
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,497158.00,6219967.00,497258.00,6220067.00
O2023_85_45_1_0025_00001589_1000_4000.tif,85-45,654209.00,6145050.00,654309.00,6145150.00
O2021_82_21_1_0004_00002040_8000_7000.tif,82-21,496492.00,6220066.00,496592.00,6220166.00
O2021_82_21_1_0005_00001868_10000_7000.tif,82-21,497820.00,6220055.00,497920.00,6220155.00
O2021_82_20_1_0023_00004974_6000_7000.tif,82-20,495940.00,6220577.00,496040.00,6220677.00
O2021_82_20_1_0023_00004975_8000_8000.tif,82-20,496137.00,6219945.00,496237.00,6220045.00
O2021_82_21_1_0005_00001868_9000_8000.tif,82-21,497720.00,6219955.00,497820.00,6220055.00
O2021_82_20_1_0024_00005079_4000_7000.tif,82-20,497059.00,6220599.00,497159.00,6220699.00
O2021_82_20_1_0024_00005078_13000_7000.tif,82-20,497958.00,6220067.00,498058.00,6220167.00
O2021_82_20_1_0024_00005080_5000_10000.tif,82-20,497158.00,6220831.00,497258.00,6220931.00
O2021_82_21_1_0004_00002040_16000_8000.tif,82-21,497292.00,6219966.00,497392.00,6220066.00
O2021_82_20_1_0023_00004974_7000_6000.tif,82-20,496040.00,6220677.00,496140.00,6220777.00
O2021_82_21_1_0005_00001868_11000_6000.tif,82-21,497920.00,6220155.00,498020.00,6220255.00
O2021_82_21_1_0004_00002040_9000_6000.tif,82-21,496592.00,6220166.00,496692.00,6220266.00
O2021_82_20_1_0024_00005078_12000_6000.tif,82-20,497858.00,6220167.00,497958.00,6220267.00
O2021_82_20_1_0024_00005079_5000_6000.tif,82-20,497159.00,6220699.00,497259.00,6220799.00
O2021_82_21_1_0004_00002039_4000_3000.tif,82-21,496083.00,6219984.00,496183.00,6220084.00
O2023_85_48_1_0053_00000200_6000_0.tif,85-48,655023.00,6145197.00,655123.00,6145297.00
O2023_85_48_1_0054_00000563_2000_5000.tif,85-48,655236.00,6145378.00,655336.00,6145478.00
O2021_82_21_1_0004_00002040_6000_6000.tif,82-21,496292.00,6220166.00,496392.00,6220266.00
O2021_82_20_1_0023_00004974_8000_6000.tif,82-20,496140.00,6220677.00,496240.00,6220777.00
O2021_82_20_1_0023_00004974_13000_4000.tif,82-20,496640.00,6220877.00,496740.00,6220977.00
O2023_85_45_1_0024_00001569_8000_2000.tif,85-45,654377.00,6145080.00,654477.00,6145180.00
O2023_85_45_1_0027_00002588_3000_1000.tif,85-45,655738.00,6178844.00,655838.00,6178944.00
O2021_82_21_1_0004_00002040_15000_6000.tif,82-21,497192.00,6220166.00,497292.00,6220266.00
O2023_85_48_1_0053_00000200_5000_2000.tif,85-48,654923.00,6144997.00,655023.00,6145097.00
O2021_82_20_1_0024_00005079_6000_8000.tif,82-20,497259.00,6220499.00,497359.00,6220599.00
O2021_82_20_1_0024_00005078_11000_8000.tif,82-20,497758.00,6219967.00,497858.00,6220067.00
O2021_82_20_1_0024_00005078_8000_7000.tif,82-20,497458.00,6220067.00,497558.00,6220167.00
O2023_85_45_1_0025_00001587_8000_3000.tif,85-45,654879.00,6144840.00,654979.00,6144940.00
O2023_85_45_1_0024_00001569_7000_2000.tif,85-45,654277.00,6145080.00,654377.00,6145180.00
O2021_82_21_1_0005_00001868_4000_7000.tif,82-21,497220.00,6220055.00,497320.00,6220155.00
O2021_82_20_1_0024_00005079_9000_8000.tif,82-20,497559.00,6220499.00,497659.00,6220599.00
O2021_82_20_1_0024_00005078_7000_7000.tif,82-20,497358.00,6220067.00,497458.00,6220167.00
O2021_82_21_1_0004_00002040_5000_8000.tif,82-21,496192.00,6219966.00,496292.00,6220066.00
O2023_85_45_1_0025_00001586_3000_0.tif,85-45,654429.00,6144955.00,654529.00,6145055.00
O2021_82_20_1_0023_00004974_11000_6000.tif,82-20,496440.00,6220677.00,496540.00,6220777.00
O2023_85_45_1_0027_00002587_6000_0.tif,85-45,656037.00,6178783.00,656137.00,6178883.00
O2023_85_45_1_0025_00001590_0_5000.tif,85-45,654125.00,6145108.00,654225.00,6145208.00
O2021_82_21_1_0005_00001868_9000_5000.tif,82-21,497720.00,6220255.00,497820.00,6220355.00
O2021_82_20_1_0023_00004975_8000_5000.tif,82-20,496137.00,6220245.00,496237.00,6220345.00
O2023_85_45_1_0027_00002587_9000_0.tif,85-45,656318.00,6178783.00,656418.00,6178883.00
O2021_82_20_1_0023_00004975_15000_1000.tif,82-20,496837.00,6220645.00,496937.00,6220745.00
O2021_82_21_1_0004_00002039_3000_0.tif,82-21,495983.00,6220284.00,496083.00,6220384.00
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,497158.00,6220267.00,497258.00,6220367.00
O2021_82_21_1_0005_00001868_6000_5000.tif,82-21,497420.00,6220255.00,497520.00,6220355.00
O2021_82_20_1_0023_00004975_7000_5000.tif,82-20,496037.00,6220245.00,496137.00,6220345.00
O2021_82_20_1_0024_00005080_4000_10000.tif,82-20,497058.00,6220831.00,497158.00,6220931.00
O2021_82_20_1_0023_00004976_6000_0.tif,82-20,495936.00,6220212.00,496036.00,6220312.00
O2021_82_20_1_0023_00004974_12000_8000.tif,82-20,496540.00,6220477.00,496640.00,6220577.00
O2023_85_45_1_0027_00002590_8820_5000.tif,85-45,656312.00,6178760.00,656412.00,6178860.00
O2021_82_20_1_0024_00005079_7000_4000.tif,82-20,497359.00,6220899.00,497459.00,6220999.00
O2021_82_20_1_0024_00005078_10000_4000.tif,82-20,497658.00,6220367.00,497758.00,6220467.00
O2021_82_20_1_0023_00004976_9000_0.tif,82-20,496236.00,6220212.00,496336.00,6220312.00
O2021_82_21_1_0004_00002040_4000_4000.tif,82-21,496092.00,6220366.00,496192.00,6220466.00
O2023_85_48_1_0053_00000201_5000_1000.tif,85-48,654923.00,6144940.00,655023.00,6145040.00
O2021_82_20_1_0024_00005079_8000_4000.tif,82-20,497459.00,6220899.00,497559.00,6220999.00
O2023_85_45_1_0027_00002588_8830_2000.tif,85-45,656321.00,6178744.00,656421.00,6178844.00
O2023_85_45_1_0025_00001592_8810_7000.tif,85-45,655040.00,6145287.00,655140.00,6145387.00
O2023_85_45_1_0027_00002589_2000_3000.tif,85-45,655633.00,6178802.00,655733.00,6178902.00
O2023_85_45_1_0024_00001571_9000_0.tif,85-45,654441.00,6144961.00,654541.00,6145061.00
O2021_82_21_1_0004_00002040_5000_5000.tif,82-21,496192.00,6220266.00,496292.00,6220366.00
O2023_85_48_1_0054_00000563_1000_6000.tif,85-48,655136.00,6145278.00,655236.00,6145378.00
O2021_82_20_1_0024_00005079_9000_5000.tif,82-20,497559.00,6220799.00,497659.00,6220899.00
O2021_82_20_1_0023_00004974_6000_10000.tif,82-20,495940.00,6220277.00,496040.00,6220377.00
O2023_85_45_1_0028_00002928_5000_0.tif,85-45,656488.00,6178596.00,656588.00,6178696.00
O2021_82_20_1_0023_00004974_13000_9000.tif,82-20,496640.00,6220377.00,496740.00,6220477.00
O2023_85_45_1_0025_00001590_8860_3000.tif,85-45,655011.00,6145308.00,655111.00,6145408.00
O2021_82_20_1_0024_00005078_11000_5000.tif,82-20,497758.00,6220267.00,497858.00,6220367.00
O2021_82_20_1_0024_00005079_6000_5000.tif,82-20,497259.00,6220799.00,497359.00,6220899.00
O2023_85_45_1_0026_00002352_3000_7000.tif,85-45,655093.00,6145437.00,655193.00,6145537.00
O2021_82_20_1_0024_00005077_1000_3000.tif,82-20,496760.00,6219938.00,496860.00,6220038.00
O2021_82_21_1_0005_00001869_11000_0.tif,82-21,497919.00,6220181.00,498019.00,6220281.00
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,497058.00,6220367.00,497158.00,6220467.00
O2021_82_21_1_0005_00001868_7000_4000.tif,82-21,497520.00,6220355.00,497620.00,6220455.00
O2021_82_21_1_0005_00001869_8000_0.tif,82-21,497619.00,6220181.00,497719.00,6220281.00
O2021_82_20_1_0023_00004975_6000_4000.tif,82-20,495937.00,6220345.00,496037.00,6220445.00
O2021_82_20_1_0023_00004974_10000_7000.tif,82-20,496340.00,6220577.00,496440.00,6220677.00
O2021_82_21_1_0004_00002040_16000_5000.tif,82-21,497292.00,6220266.00,497392.00,6220366.00
O2021_82_21_1_0005_00001868_8000_4000.tif,82-21,497620.00,6220355.00,497720.00,6220455.00
O2023_85_45_1_0028_00002924_1000_6000.tif,85-45,656083.00,6178629.00,656183.00,6178729.00
O2021_82_20_1_0023_00004975_9000_4000.tif,82-20,496237.00,6220345.00,496337.00,6220445.00
O2021_82_20_1_0024_00005079_4000_10000.tif,82-20,497059.00,6220299.00,497159.00,6220399.00
O2021_82_21_1_0005_00001869_7000_0.tif,82-21,497519.00,6220181.00,497619.00,6220281.00
O2023_85_45_1_0027_00002586_5000_0.tif,85-45,655936.00,6178621.00,656036.00,6178721.00
O2023_85_45_1_0028_00002922_5000_7000.tif,85-45,656486.00,6178899.00,656586.00,6178999.00
O2023_85_45_1_0028_00002926_3000_0.tif,85-45,656285.00,6178913.00,656385.00,6179013.00
O2021_82_20_1_0024_00005079_11000_6000.tif,82-20,497759.00,6220699.00,497859.00,6220799.00
O2021_82_20_1_0024_00005080_0_9000.tif,82-20,496658.00,6220931.00,496758.00,6221031.00
O2021_82_20_1_0024_00005078_0_3000.tif,82-20,496658.00,6220467.00,496758.00,6220567.00
O2021_82_21_1_0005_00001869_1000_1000.tif,82-21,496919.00,6220081.00,497019.00,6220181.00
O2021_82_20_1_0023_00004976_10000_3000.tif,82-20,496336.00,6219912.00,496436.00,6220012.00
O2023_85_48_1_0052_00000183_5000_2000.tif,85-48,654314.00,6145037.00,654414.00,6145137.00
O2021_82_20_1_0023_00004975_10000_4000.tif,82-20,496337.00,6220345.00,496437.00,6220445.00
O2021_82_20_1_0024_00005080_6000_10000.tif,82-20,497258.00,6220831.00,497358.00,6220931.00
O2021_82_20_1_0024_00005079_12000_8000.tif,82-20,497859.00,6220499.00,497959.00,6220599.00
O2021_82_21_1_0004_00002040_12000_1000.tif,82-21,496892.00,6220666.00,496992.00,6220766.00
O2021_82_21_1_0004_00002039_13000_3000.tif,82-21,496983.00,6219984.00,497083.00,6220084.00
O2021_82_20_1_0023_00004974_14000_3000.tif,82-20,496740.00,6220977.00,496840.00,6221077.00
O2023_85_45_1_0025_00001590_6000_7000.tif,85-45,654725.00,6144966.00,654825.00,6145066.00
O2021_82_20_1_0024_00005080_13000_9000.tif,82-20,497958.00,6220931.00,498058.00,6221031.00
O2021_82_21_1_0004_00002039_12000_2000.tif,82-21,496883.00,6220084.00,496983.00,6220184.00
O2021_82_20_1_0023_00004975_16000_0.tif,82-20,496937.00,6220745.00,497037.00,6220845.00
O2021_82_20_1_0023_00004976_15000_0.tif,82-20,496836.00,6220212.00,496936.00,6220312.00
O2021_82_20_1_0024_00005079_6000_10000.tif,82-20,497259.00,6220299.00,497359.00,6220399.00
O2023_85_45_1_0028_00002924_4000_3000.tif,85-45,656383.00,6178929.00,656483.00,6179029.00
O2021_82_20_1_0023_00004976_11000_2000.tif,82-20,496436.00,6220012.00,496536.00,6220112.00
O2023_85_45_1_0025_00001590_8000_6000.tif,85-45,654925.00,6145008.00,655025.00,6145108.00
O2021_82_20_1_0023_00004975_11000_5000.tif,82-20,496437.00,6220245.00,496537.00,6220345.00
O2021_82_20_1_0024_00005078_1000_1000.tif,82-20,496758.00,6220667.00,496858.00,6220767.00
O2021_82_20_1_0024_00005079_13000_9000.tif,82-20,497959.00,6220399.00,498059.00,6220499.00
O2021_82_21_1_0005_00001868_2000_1000.tif,82-21,497020.00,6220655.00,497120.00,6220755.00
O2023_85_45_1_0028_00002927_3000_1000.tif,85-45,656282.00,6178653.00,656382.00,6178753.00
O2021_82_21_1_0004_00002040_15000_0.tif,82-21,497192.00,6220766.00,497292.00,6220866.00
O2021_82_20_1_0024_00005079_10000_7000.tif,82-20,497659.00,6220599.00,497759.00,6220699.00
O2023_85_45_1_0027_00002586_2000_1000.tif,85-45,655636.00,6178521.00,655736.00,6178621.00
O2021_82_20_1_0023_00004973_7000_10000.tif,82-20,496039.00,6220808.00,496139.00,6220908.00
O2021_82_21_1_0005_00001868_4000_0.tif,82-21,497220.00,6220755.00,497320.00,6220855.00
O2021_82_20_1_0023_00004976_9000_1000.tif,82-20,496236.00,6220112.00,496336.00,6220212.00
O2021_82_21_1_0005_00001869_2000_2000.tif,82-21,497019.00,6219981.00,497119.00,6220081.00
O2023_85_48_1_0052_00000185_6000_4000.tif,85-48,654420.00,6145148.00,654520.00,6145248.00
O2023_85_45_1_0027_00002589_5000_4000.tif,85-45,655933.00,6178702.00,656033.00,6178802.00
O2023_85_45_1_0026_00002356_1000_6000.tif,85-45,654887.00,6144825.00,654987.00,6144925.00
O2021_82_20_1_0023_00004976_6000_1000.tif,82-20,495936.00,6220112.00,496036.00,6220212.00
O2021_82_20_1_0024_00005079_7000_10000.tif,82-20,497359.00,6220299.00,497459.00,6220399.00
O2021_82_20_1_0024_00005079_12000_5000.tif,82-20,497859.00,6220799.00,497959.00,6220899.00
O2023_85_45_1_0028_00002923_4000_5000.tif,85-45,656381.00,6178888.00,656481.00,6178988.00
O2021_82_21_1_0004_00002040_11000_2000.tif,82-21,496792.00,6220566.00,496892.00,6220666.00
O2021_82_20_1_0023_00004973_6000_10000.tif,82-20,495939.00,6220808.00,496039.00,6220908.00
O2023_85_48_1_0052_00000183_6000_1000.tif,85-48,654414.00,6145137.00,654514.00,6145237.00
O2023_85_45_1_0028_00002926_3000_2000.tif,85-45,656285.00,6178713.00,656385.00,6178813.00
O2021_82_20_1_0023_00004975_13000_7000.tif,82-20,496637.00,6220045.00,496737.00,6220145.00
O2021_82_20_1_0023_00004973_13000_9000.tif,82-20,496639.00,6220908.00,496739.00,6221008.00
O2021_82_21_1_0005_00001868_0_7000.tif,82-21,496820.00,6220055.00,496920.00,6220155.00
O2021_82_20_1_0024_00005078_3000_3000.tif,82-20,496958.00,6220467.00,497058.00,6220567.00
O2021_82_20_1_0023_00004976_12000_1000.tif,82-20,496536.00,6220112.00,496636.00,6220212.00
O2023_85_45_1_0028_00002926_2000_3000.tif,85-45,656185.00,6178613.00,656285.00,6178713.00
O2021_82_20_1_0023_00004975_12000_6000.tif,82-20,496537.00,6220145.00,496637.00,6220245.00
O2021_82_20_1_0023_00004973_12000_8000.tif,82-20,496539.00,6221008.00,496639.00,6221108.00
O2021_82_21_1_0005_00001868_1000_2000.tif,82-21,496920.00,6220555.00,497020.00,6220655.00
O2021_82_20_1_0024_00005078_2000_2000.tif,82-20,496858.00,6220567.00,496958.00,6220667.00
O2023_85_48_1_0052_00000184_5000_4000.tif,85-48,654316.00,6144990.00,654416.00,6145090.00
O2021_82_20_1_0024_00005080_1000_9000.tif,82-20,496758.00,6220931.00,496858.00,6221031.00
O2021_82_21_1_0004_00002040_10000_3000.tif,82-21,496692.00,6220466.00,496792.00,6220566.00
O2023_85_45_1_0027_00002588_6000_4000.tif,85-45,656038.00,6178544.00,656138.00,6178644.00
O2023_85_45_1_0027_00002589_8840_3000.tif,85-45,656317.00,6178802.00,656417.00,6178902.00
O2023_85_45_1_0027_00002587_3000_3000.tif,85-45,655737.00,6178483.00,655837.00,6178583.00
O2021_82_20_1_0023_00004975_11000_8000.tif,82-20,496437.00,6219945.00,496537.00,6220045.00
O2021_82_20_1_0024_00005079_13000_4000.tif,82-20,497959.00,6220899.00,498059.00,6220999.00
O2021_82_21_1_0004_00002040_3000_3000.tif,82-21,495992.00,6220466.00,496092.00,6220566.00
O2023_85_48_1_0052_00000182_5000_1000.tif,85-48,654309.00,6144980.00,654409.00,6145080.00
O2021_82_21_1_0004_00002039_14000_0.tif,82-21,497083.00,6220284.00,497183.00,6220384.00
O2021_82_20_1_0024_00005080_7000_10000.tif,82-20,497358.00,6220831.00,497458.00,6220931.00
